ex_id,name,category,difficulty_level,duration_sec,contraindications,gifUrl,bodyPart,secondaryMuscles,instructions
146,jack jump (male),유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/jaIn6fD1n1VKD8,cardio,,"Stand with your feet together and your arms by your sides. Jump up, spreading your feet apart and raising your arms above your head. As you land, quickly jump back to the starting position. Repeat for the desired number of repetitions."
147,jackknife sit-up,근력,1,20,abs,https://v2.exercisedb.io/image/j81DbHj-ffQLPO,waist,,"Lie flat on your back with your legs extended and your arms overhead. Engage your core and lift your legs and upper body simultaneously, reaching your hands towards your toes. Pause for a moment at the top, then slowly lower your legs and upper body back down to the starting position. Repeat for the desired number of repetitions."
148,janda sit-up,근력,1,20,abs,https://v2.exercisedb.io/image/GYlXgRqO1gyHi4,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
149,jump squat,유산소,3,20,glutes,https://v2.exercisedb.io/image/CVJBF3GUlE-NRj,upper legs,,"Stand with your feet shoulder-width apart. Lower your body into a squat position by bending your knees and pushing your hips back. Jump explosively off the ground, extending your hips, knees, and ankles. While in mid-air, quickly bring your arms forward for balance. Land softly on the balls of your feet and immediately go into the next repetition. Repeat for the desired number of repetitions."
150,jump squat v. 2,유산소,3,20,glutes,https://v2.exercisedb.io/image/aGlbyutN-Vmztd,upper legs,,"Stand with your feet shoulder-width apart. Lower your body into a squat position by bending your knees and pushing your hips back. Jump explosively, extending your hips and knees fully. Land softly on the balls of your feet and immediately lower your body back into a squat position. Repeat for the desired number of repetitions."
151,kick out sit,근력,2,20,hamstrings,https://v2.exercisedb.io/image/o6rNJJP7WJut2d,upper legs,,"Sit on the edge of a bench or chair with your feet flat on the ground and your knees bent at a 90-degree angle. Lean back slightly and place your hands on the edge of the bench or chair for support. Engaging your hamstrings, lift your feet off the ground and extend your legs straight out in front of you. Pause for a moment at the top, then slowly bend your knees and bring your feet back towards your body. Repeat for the desired number of repetitions."
152,kipping muscle up,근력,3,20,lats,https://v2.exercisedb.io/image/jGhhYV3VIgNKoH,back,,"Start by hanging from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart. Engage your core and use a swinging motion to generate momentum. As you swing forward, pull your chest towards the bar, using your lats and biceps to initiate the movement. Continue the upward motion until your chest reaches the bar, then transition into a dip position by pushing down on the bar and extending your arms. Lower yourself back down to the starting position by bending your arms and controlling the descent. Repeat for the desired number of repetitions."
153,knee touch crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/gidMpu7TEJxNaS,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, lift your shoulder blades off the ground and reach your right hand towards your left knee. Return to the starting position and repeat, this time reaching your left hand towards your right knee. Continue alternating sides for the desired number of repetitions."
154,kneeling lat stretch,스트레칭,1,20,lats,https://v2.exercisedb.io/image/AHw9QhafcGjh9i,back,,"Kneel on the ground with your knees hip-width apart and your toes pointing back. Extend your arms overhead and interlace your fingers. Keeping your back straight, slowly lean to the right side, feeling a stretch in your left lat muscle. Hold the stretch for 20-30 seconds, then return to the starting position. Repeat the stretch on the left side, leaning to the left and feeling a stretch in your right lat muscle. Continue alternating sides for the desired number of repetitions."
155,kneeling plank tap shoulder (male),근력,2,20,abs,https://v2.exercisedb.io/image/oUWZjNHiTeHqh6,waist,,"Start in a kneeling position with your hands on the ground, shoulder-width apart. Extend your legs behind you, resting on your toes, and lift your body into a plank position. Keeping your core engaged and your hips stable, lift one hand off the ground and tap the opposite shoulder. Return the hand to the ground and repeat with the other hand. Continue alternating sides for the desired number of repetitions."
156,kneeling push-up (male),근력,2,20,pectorals,https://v2.exercisedb.io/image/xNxT2GkBxTra5f,chest,,"Start by kneeling on the ground with your hands shoulder-width apart, fingers pointing forward. Extend your legs behind you, resting on the balls of your feet, so that your body forms a straight line from head to heels. Engage your core and lower your body towards the ground by bending your elbows, keeping them close to your sides. Continue lowering until your chest is just above the ground, then push back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
157,korean dips,근력,2,20,pectorals,https://v2.exercisedb.io/image/FO7Gcr8Tw3RrKB,chest,,"Position yourself between two parallel bars with your arms extended and supporting your body weight. Lower your body by bending your elbows until your upper arms are parallel to the ground. Pause for a moment, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
158,l-pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/FnKPkAmfnJ-VA4,back,,"Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. Hang with your arms fully extended and your body straight. Engage your lats and biceps to pull your body up towards the bar, keeping your elbows close to your body. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
159,l-sit on floor,근력,1,20,abs,https://v2.exercisedb.io/image/A3cAWUX96JLriU,waist,,"Sit on the floor with your legs extended in front of you. Place your hands on the floor beside your hips, fingers pointing forward. Engage your core and lift your legs off the ground, keeping them straight. Try to bring your legs parallel to the floor, forming an 'L' shape with your body. Hold this position for as long as you can. Slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
160,lean planche,근력,1,20,abs,https://v2.exercisedb.io/image/JADWnvbUsZg70q,waist,,"Start in a push-up position with your hands shoulder-width apart and your body straight. Engage your core and slowly shift your weight forward, bringing your shoulders past your hands. Keep your elbows slightly bent and your body straight as you lean forward. Hold this position for a few seconds, then slowly return to the starting position. Repeat for the desired number of repetitions."
161,left hook. boxing,근력,2,20,delts,https://v2.exercisedb.io/image/UA8rvgQ60dtlVL,shoulders,,Stand with your feet shoulder-width apart and your knees slightly bent. Keep your left hand up to protect your face and your right hand by your chin. Rotate your hips and pivot on your left foot as you extend your left arm forward in a punching motion. Twist your torso and engage your core muscles to generate power in the punch. Snap your arm back to the starting position and repeat for the desired number of repetitions.
162,leg pull in flat bench,근력,2,20,abs,https://v2.exercisedb.io/image/EH5-BvQQbdwAuY,waist,,"Sit on a flat bench with your legs extended straight out in front of you. Place your hands on the bench beside your hips for support. Engage your abs and lift your legs off the ground, bringing your knees towards your chest. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
163,leg up hamstring stretch,스트레칭,1,20,hamstrings,https://v2.exercisedb.io/image/VVZUFNQGfXKDYZ,upper legs,,"Lie flat on your back with your legs extended. Bend one knee and bring it towards your chest, holding onto your thigh or shin. Straighten your leg as much as possible while keeping it elevated. Hold the stretch for 20-30 seconds. Repeat with the other leg."
164,low glute bridge on floor,근력,1,20,glutes,https://v2.exercisedb.io/image/Xu1DqqBt5YJdNL,upper legs,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your arms by your sides, palms facing down. Engage your glutes and core, then lift your hips off the ground until your body forms a straight line from your knees to your shoulders. Pause for a moment at the top, squeezing your glutes. Slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions."
165,lower back curl,근력,1,20,spine,https://v2.exercisedb.io/image/wNKZg7iCs3TsuP,back,,"Lie flat on your stomach with your legs extended and your arms by your sides. Engage your glutes and hamstrings, and slowly lift your upper body off the ground, curling your back upwards. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
166,lunge with jump,유산소,3,20,glutes,https://v2.exercisedb.io/image/6WHvrmfNsmxVz4,upper legs,,"Start by standing with your feet shoulder-width apart. Take a step forward with your right foot, lowering your body into a lunge position. Push off with your right foot and jump into the air, switching the position of your feet mid-air. Land softly with your left foot forward and immediately lower your body into a lunge position. Continue alternating between lunges and jumps for the desired number of repetitions."
167,lunge with twist,근력,2,20,abs,https://v2.exercisedb.io/image/9rdUTH-XdPzpla,waist,,"Start by standing with your feet shoulder-width apart. Take a step forward with your right foot, lowering your body into a lunge position. As you lunge, twist your torso to the right, bringing your left elbow towards your right knee. Pause for a moment, then return to the starting position. Repeat on the other side, stepping forward with your left foot and twisting your torso to the left. Continue alternating sides for the desired number of repetitions."
168,lying (side) quads stretch,스트레칭,1,20,quads,https://v2.exercisedb.io/image/F0USt2qkY2pZXm,upper legs,,Lie on your side with your legs straight. Bend your top leg and grab your ankle or foot with your hand. Gently pull your ankle or foot towards your glutes until you feel a stretch in your quads. Hold the stretch for 20-30 seconds. Release the stretch and repeat on the other side.
169,lying elbow to knee,근력,1,20,abs,https://v2.exercisedb.io/image/x0w2SPNjmPXiJv,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engage your abs and lift your upper body off the ground, bringing your right elbow towards your left knee. At the same time, extend your right leg straight out and lift it off the ground. Pause for a moment, then return to the starting position. Repeat the movement, this time bringing your left elbow towards your right knee and extending your left leg. Continue alternating sides for the desired number of repetitions."
170,lying leg raise flat bench,근력,1,20,abs,https://v2.exercisedb.io/image/UhLaeA76wNGlxC,waist,,"Lie flat on a flat bench with your back pressed against it. Place your hands under your glutes for support. Keep your legs straight and together, and lift them up towards the ceiling. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
171,lying leg-hip raise,근력,1,20,abs,https://v2.exercisedb.io/image/GjreW1cx1mwofp,waist,,"Lie flat on your back with your legs extended and your arms by your sides. Place your hands under your glutes for support. Engage your core and lift your legs off the ground, raising them towards the ceiling. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
172,march sit (wall),근력,2,20,glutes,https://v2.exercisedb.io/image/PUhAwUiC0VZzJh,upper legs,,"Stand with your back against a wall and your feet hip-width apart. Slowly slide your back down the wall until your knees are bent at a 90-degree angle. Lift your right foot off the ground and bring your knee towards your chest. Lower your right foot back down and lift your left foot off the ground, bringing your knee towards your chest. Continue alternating between lifting your right and left foot for the desired number of repetitions."
173,mixed grip chin-up,근력,3,20,lats,https://v2.exercisedb.io/image/BCZQD8bSRYUCmj,back,,"Grab the pull-up bar with an underhand grip (palms facing towards you) and your hands slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your feet off the ground. Engage your back muscles and pull your body up towards the bar, leading with your chest. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position with control. Repeat for the desired number of repetitions."
174,modified hindu push-up (male),근력,3,20,pectorals,https://v2.exercisedb.io/image/m3KawJABS2i0ru,chest,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet hip-width apart. Lower your body towards the ground, bending your elbows and keeping your core engaged. As you lower your body, shift your weight back and lift your hips up towards the ceiling, creating an inverted V shape with your body. Continue to lower your body until your chest is just above the ground, then reverse the movement, pushing your hips back down and extending your arms to return to the starting position. Repeat for the desired number of repetitions."
175,modified push up to lower arms,근력,2,20,forearms,https://v2.exercisedb.io/image/uBCg4cEqgn3f1X,lower arms,,"Start in a push-up position with your hands directly under your shoulders and your body in a straight line. Lower your body down towards the ground by bending your elbows, keeping them close to your sides. Once your elbows are at a 90-degree angle, lower your forearms to the ground, keeping your elbows directly under your shoulders. Pause for a moment, then push through your palms to lift your forearms back up to the starting position. Repeat for the desired number of repetitions."
176,monster walk,근력,2,20,glutes,https://v2.exercisedb.io/image/wu22xpMkSxQfJd,upper legs,,"Place a resistance band around your ankles. Stand with your feet shoulder-width apart and slightly bend your knees. Take a step to the side with your right foot, maintaining tension on the resistance band. Follow with your left foot, stepping to the side to return to the starting position. Repeat for the desired number of repetitions, then switch sides."
177,mountain climber,유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/4bdPnMfxZFLkLF,cardio,,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line. Engage your core and bring your right knee towards your chest, then quickly switch and bring your left knee towards your chest. Continue alternating legs in a running motion, keeping your hips low and your core engaged. Maintain a steady pace and breathe evenly throughout the exercise. Repeat for the desired number of repetitions."
178,muscle up,근력,3,20,lats,https://v2.exercisedb.io/image/r0jNaTVA784jco,back,,"Start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended. Engage your core and pull your body up towards the bar, leading with your chest. As you reach the top of the movement, transition your grip so that your palms are facing towards you. Continue pulling yourself up until your chest is above the bar and your arms are fully flexed. Reverse the movement by slowly lowering yourself back down to the starting position. Repeat for the desired number of repetitions."
179,muscle-up (on vertical bar),근력,2,20,lats,https://v2.exercisedb.io/image/Uqu86aZPS1dLMO,back,,"Start by hanging from a vertical bar with your palms facing away from you and your arms fully extended. Engage your core and pull your body up towards the bar, leading with your chest. As you pull yourself up, lean back slightly and bring your elbows towards your sides. Continue pulling until your chest reaches the bar and your elbows are fully bent. Pause for a moment at the top, then slowly lower yourself back down to the starting position. Repeat for the desired number of repetitions."
180,neck side stretch,스트레칭,1,20,levator scapulae,https://v2.exercisedb.io/image/SYJVmmiYxfzdlI,neck,,"Stand or sit up straight with your shoulders relaxed. Tilt your head to one side, bringing your ear towards your shoulder. Hold the stretch for 15-30 seconds. Repeat on the other side. Perform 2-4 sets on each side."
181,negative crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/QPy-NkRoFHa5xW,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
182,oblique crunch v. 2,유산소,1,20,abs,https://v2.exercisedb.io/image/y-bZd5-uYUaZF4,waist,,"Lie on your back with your knees bent and feet flat on the ground. Place your hands behind your head or cross them over your chest. Engage your abs and lift your shoulder blades off the ground, rotating your torso to one side. Pause for a moment, then lower your shoulder blades back down to the starting position. Repeat on the other side. Continue alternating sides for the desired number of repetitions."
183,oblique crunches floor,유산소,1,20,abs,https://v2.exercisedb.io/image/J0A70HwP7ox4Qq,waist,,"Lie on your back with your knees bent and feet flat on the floor. Place your hands behind your head or cross them over your chest. Engage your abs and lift your shoulder blades off the floor, rotating your torso to one side. Pause for a moment, then lower your shoulder blades back down to the floor. Repeat on the other side, alternating sides with each repetition."
184,one arm against wall,근력,1,20,lats,https://v2.exercisedb.io/image/0H1lFgo7n8hCrV,back,,"Stand facing a wall with your feet shoulder-width apart. Extend one arm straight out in front of you and place your palm against the wall. Engage your core and lean your body forward, keeping your arm straight and your back flat. Slowly push against the wall with your palm, activating your lat muscles. Hold the position for a few seconds, then release and repeat with the other arm."
185,one arm chin-up,근력,3,20,lats,https://v2.exercisedb.io/image/2Bl1W8ECngAZI9,back,,"Stand facing a pull-up bar with your feet shoulder-width apart. Reach up and grab the bar with an underhand grip, with one hand gripping the bar and the other hand holding your wrist for support. Hang from the bar with your arm fully extended, keeping your body straight and your core engaged. Pull yourself up towards the bar by bending your elbow and squeezing your back muscles. Continue pulling until your chin is above the bar, then slowly lower yourself back down to the starting position. Repeat for the desired number of repetitions, then switch arms and repeat."
186,one arm dip,근력,2,20,triceps,https://v2.exercisedb.io/image/viX-yxPwMcbSGf,upper arms,,"Stand facing away from a bench or chair, with your feet shoulder-width apart. Place one hand on the bench or chair behind you, fingers pointing towards your body. Extend your legs out in front of you, keeping your heels on the ground. Bend your elbows and lower your body towards the ground, keeping your back close to the bench or chair. Pause for a moment at the bottom, then push through your palms to straighten your arms and return to the starting position. Repeat for the desired number of repetitions, then switch sides and repeat with the other arm."
187,one arm towel row,근력,1,20,upper back,https://v2.exercisedb.io/image/Teoo2pdV2E4HAd,back,,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a towel with one hand. Bend forward at the waist, keeping your back straight and your core engaged. Extend your arm fully, allowing the towel to hang in front of you. Pull the towel towards your chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the towel back to the starting position. Repeat for the desired number of repetitions, then switch arms."
188,one leg donkey calf raise,근력,2,20,calves,https://v2.exercisedb.io/image/KXn1dVSogo3uBn,lower legs,,"Stand with your feet shoulder-width apart, toes pointing forward. Place your hands on a stable surface for support, such as a wall or a bar. Lift one leg off the ground, keeping your knee slightly bent. Raise your heel as high as possible, using your calf muscles. Pause for a moment at the top, then slowly lower your heel back down. Repeat for the desired number of repetitions, then switch legs."
189,one leg floor calf raise,근력,2,20,calves,https://v2.exercisedb.io/image/6KhkkrIyjBPRoq,lower legs,,"Stand with your feet hip-width apart and place your hands on a wall or sturdy object for balance. Lift one foot off the ground and balance on the other foot. Slowly raise your heel off the ground, lifting your body up onto the ball of your foot. Pause for a moment at the top, then slowly lower your heel back down to the starting position. Repeat for the desired number of repetitions, then switch legs and repeat."
190,one leg squat,근력,2,20,glutes,https://v2.exercisedb.io/image/Mkk7qcX1gWiBtj,upper legs,,"Stand with your feet shoulder-width apart. Extend one leg forward, keeping it off the ground. Bend your standing leg and lower your body down as if sitting back into a chair. Keep your chest up and your back straight. Push through your heel to return to the starting position. Repeat with the other leg."
191,outside leg kick push-up,근력,2,20,glutes,https://v2.exercisedb.io/image/goh34SaBz0KNIy,upper legs,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. As you push back up, kick one leg out to the side, extending it fully and engaging your glutes. Return your leg to the starting position and repeat the push-up, alternating legs with each repetition. Continue alternating leg kicks and push-ups for the desired number of repetitions."
192,overhead triceps stretch,스트레칭,1,20,triceps,https://v2.exercisedb.io/image/wciUVdb-vnRBDh,upper arms,,"Stand or sit upright with your feet shoulder-width apart. Extend one arm overhead, bending at the elbow so that your hand reaches towards the opposite shoulder blade. With your other hand, gently pull the elbow of the extended arm towards the opposite side of your head, feeling a stretch in your triceps. Hold the stretch for 15-30 seconds, then release. Repeat on the other side."
193,pelvic tilt,근력,1,20,abs,https://v2.exercisedb.io/image/KgVMvOCbk8EaWo,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands by your sides. Engage your abs and tilt your pelvis upward, pressing your lower back into the ground. Hold this position for a few seconds, focusing on contracting your abs. Release the tilt and return to the starting position. Repeat for the desired number of repetitions."
194,pelvic tilt into bridge,근력,1,20,glutes,https://v2.exercisedb.io/image/pBaLSchG0IgUcb,upper legs,,"Lie on your back with your knees bent and feet flat on the ground. Place your arms by your sides with your palms facing down. Engage your glutes and core muscles. Tilt your pelvis upward, lifting your hips off the ground. Hold the bridge position for a few seconds. Slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions."
195,pike-to-cobra push-up,근력,3,20,glutes,https://v2.exercisedb.io/image/o7BFXhNpLqbYyH,upper legs,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Engage your core and lift your hips up towards the ceiling, forming an inverted V shape with your body. Lower your upper body towards the ground by bending your elbows, keeping them close to your body. As you lower down, shift your weight forward and transition into a cobra pose by straightening your arms and lifting your chest up. Reverse the movement by bending your elbows and lowering your chest back down towards the ground. Push through your hands to return to the inverted V position. Continue the movement by lowering your hips back down towards the ground, returning to the starting push-up position. Repeat for the desired number of repetitions."
196,plyo push up,유산소,3,20,pectorals,https://v2.exercisedb.io/image/jvzoBmyMNRDfy6,chest,,"Start in a high plank position with your hands slightly wider than shoulder-width apart. Lower your chest towards the ground by bending your elbows, keeping your body in a straight line. Push explosively off the ground, using your chest muscles to propel your upper body off the ground. Land softly with your hands back in the starting position. Repeat for the desired number of repetitions."
197,posterior step to overhead reach,근력,2,20,abs,https://v2.exercisedb.io/image/f8R1kAESHiGyOZ,waist,,"Stand with your feet hip-width apart and your arms by your sides. Take a step back with your right foot, landing on the ball of your foot. Bend your left knee and lower your body into a lunge position. As you lower into the lunge, simultaneously reach your arms overhead. Pause for a moment at the bottom of the lunge, then return to the starting position by pushing through your left heel and bringing your right foot forward. Repeat the movement on the other side, stepping back with your left foot and bending your right knee. Continue alternating sides for the desired number of repetitions."
198,potty squat,근력,2,20,abs,https://v2.exercisedb.io/image/0vBtOTvrVmNKfc,waist,,"Stand with your feet shoulder-width apart, toes pointing slightly outward. Lower your body down by bending your knees and pushing your hips back as if you were sitting on a chair. Keep your chest up and your back straight throughout the movement. Lower yourself until your thighs are parallel to the ground or as low as you can comfortably go. Pause for a moment at the bottom, then push through your heels to return to the starting position. Repeat for the desired number of repetitions."
199,potty squat with support,근력,1,20,glutes,https://v2.exercisedb.io/image/Mf-kmvgwkr-l0Z,upper legs,,"Stand with your feet shoulder-width apart, toes pointing slightly outward. Hold onto a stable support, such as a chair or wall, for balance. Lower your body down into a squat position by bending your knees and pushing your hips back. Keep your chest up and your back straight throughout the movement. Pause for a moment at the bottom, then push through your heels to return to the starting position. Repeat for the desired number of repetitions."
200,power point plank,근력,1,20,abs,https://v2.exercisedb.io/image/GJL9nN76ce3g3a,waist,,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line from head to toe. Engage your core and squeeze your glutes to maintain a stable position. Lower your body down onto your forearms, one arm at a time, maintaining a straight line from head to toe. Hold this position for the desired amount of time, keeping your core and glutes engaged. To return to the starting position, push through your forearms and lift your body back up into a high plank position. Repeat for the desired number of repetitions."
201,prisoner half sit-up (male),근력,1,20,abs,https://v2.exercisedb.io/image/b1eGzidmNpbjBp,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
202,pull up (neutral grip),근력,3,20,lats,https://v2.exercisedb.io/image/g4p0YPaDvnrHTR,back,,"Hang from a pull-up bar with a neutral grip (palms facing each other) and your arms fully extended. Engage your core and squeeze your shoulder blades together. Pull your body up towards the bar by bending your elbows and driving your elbows down towards your hips. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position with control. Repeat for the desired number of repetitions."
203,pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/bO76Z1G4OoiCkg,back,,"Hang from a pull-up bar with your palms facing away from you and your arms fully extended. Engage your core and squeeze your shoulder blades together. Pull your body up towards the bar by bending your elbows and bringing your chest towards the bar. Pause at the top of the movement, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
204,push and pull bodyweight,근력,2,20,pectorals,https://v2.exercisedb.io/image/A6OXtsigbbyN8g,chest,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your body in a straight line. Lower your chest towards the ground by bending your elbows, keeping your body straight. Push through your palms to extend your arms and return to the starting position. From the push-up position, pull your chest towards the ground by bending your elbows, keeping your body straight. Push through your palms to extend your arms and return to the starting position. Repeat for the desired number of repetitions."
205,push to run,유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/kGyXMEXCUJZ403,cardio,,"Start in a push-up position with your hands shoulder-width apart and your body in a straight line. Lower your chest towards the ground by bending your elbows, keeping your body straight. Push through your hands to extend your arms and return to the starting position. Quickly bring one knee towards your chest, then quickly switch and bring the other knee towards your chest. Continue alternating knees as fast as you can while maintaining good form. Continue for the desired duration or number of repetitions."
206,push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/9MsFCUhdaBISl1,chest,,"Start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. Engage your core and lower your body towards the ground by bending your elbows, keeping your body in a straight line. Pause for a moment when your chest is just above the ground, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
207,push-up (wall),근력,2,20,pectorals,https://v2.exercisedb.io/image/3fNM2D1E6h8eDW,chest,,"Stand facing a wall, about arm's length away. Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart. Step back a few feet, keeping your body straight and your feet hip-width apart. Bend your elbows and lower your chest towards the wall, keeping your body in a straight line. Push back up to the starting position, straightening your arms. Repeat for the desired number of repetitions."
208,push-up (wall) v. 2,근력,2,20,pectorals,https://v2.exercisedb.io/image/Ph1r5u60B3vTtO,chest,,"Stand facing a wall, about arm's length away. Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart. Step back with your feet, keeping them hip-width apart. Engage your core and keep your body in a straight line from head to heels. Bend your elbows and lower your chest towards the wall, keeping your body straight. Pause for a moment, then push yourself back to the starting position. Repeat for the desired number of repetitions."
209,push-up inside leg kick,근력,2,20,glutes,https://v2.exercisedb.io/image/c-wIuxTkS7obMe,upper legs,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Lower your body towards the ground by bending your elbows, keeping your back straight and your core engaged. As you push back up, lift one leg off the ground and kick it out to the side, keeping it straight. Lower your leg back down and repeat the push-up, then switch to the other leg. Continue alternating leg kicks with each push-up repetition."
210,push-up on lower arms,근력,2,20,triceps,https://v2.exercisedb.io/image/86oCPd0YvW1Mz2,upper arms,,"Start in a plank position with your forearms on the ground and elbows directly below your shoulders. Engage your core and keep your body in a straight line from head to toe. Lower your chest towards the ground by bending your elbows, keeping them close to your body. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions."
211,push-up plus,근력,2,20,pectorals,https://v2.exercisedb.io/image/I8HQ7aJZyjK-QN,chest,,"Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line from head to heels. Lower your body towards the ground by bending your elbows, keeping them close to your sides. Once your chest is just above the ground, push through your hands to extend your arms and lift your upper body up. At the top of the movement, protract your shoulder blades by pushing your upper back towards the ceiling. Pause for a moment, then reverse the movement by retracting your shoulder blades and lowering your body back down to the starting position. Repeat for the desired number of repetitions."
212,push-up to side plank,근력,1,20,abs,https://v2.exercisedb.io/image/ygtLL3yMsfd9GN,waist,,"Start in a push-up position with your hands shoulder-width apart and your body in a straight line. Lower your body towards the ground by bending your elbows, keeping your core engaged. Push back up to the starting position. Shift your weight onto your left hand and rotate your body to the right, lifting your right arm towards the ceiling. Hold the side plank position for a few seconds, then return to the starting position. Repeat the push-up and side plank on the opposite side. Continue alternating sides for the desired number of repetitions."
213,quads,근력,2,20,quads,https://v2.exercisedb.io/image/KGCXGJ69ngTv6K,upper legs,,Stand with your feet shoulder-width apart. Lower your body by bending your knees and pushing your hips back as if sitting on a chair. Keep your chest up and your back straight. Lower yourself until your thighs are parallel to the ground. Push through your heels to return to the starting position. Repeat for the desired number of repetitions.
214,quarter sit-up,근력,1,20,abs,https://v2.exercisedb.io/image/wTTgnuf2MwZDAY,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
215,quick feet v. 2,유산소,2,20,quads,https://v2.exercisedb.io/image/5ZFK9VBKxu0ggN,upper legs,,"Stand with your feet shoulder-width apart and your arms by your sides. Begin by rapidly moving your feet up and down, as if you were running in place. Keep your movements quick and light, focusing on staying on the balls of your feet. Continue for the desired duration or number of repetitions."
216,raise single arm push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/MCAp3JeMBLGioV,chest,,"Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Extend one arm straight out to the side, parallel to the ground. Lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. Push back up to the starting position, using your chest muscles to lift your body. Repeat with the other arm extended."
217,rear decline bridge,근력,1,20,glutes,https://v2.exercisedb.io/image/Jclzn8UYvKkPga,upper legs,,"Lie on your back with your feet flat on the ground and your knees bent. Place your arms by your sides with your palms facing down. Engage your glutes and hamstrings, and lift your hips off the ground until your body forms a straight line from your knees to your shoulders. Hold this position for a few seconds, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions."
218,rear deltoid stretch,스트레칭,1,20,delts,https://v2.exercisedb.io/image/eRTKw8oQP30WZC,shoulders,,"Stand tall with your feet shoulder-width apart. Extend your right arm across your chest, placing your left hand on your right elbow. Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder. Hold the stretch for 15-30 seconds, then release. Repeat on the other side."
